mmwr_year,mmwr_week,mmwr_day,week_start,state,pred,lpi,upi,obs,unexplained.cases,denom,week_end,type
2020,10,1,2020-03-01,FL,359,321,397,382,23,1.5,2020-03-07,Alzheimer disease and dementia
2020,10,1,2020-03-01,GA,164,139,191,148,-16,1.5,2020-03-07,Alzheimer disease and dementia
2020,10,1,2020-03-01,MI,191,163,219,161,-30,1.5,2020-03-07,Alzheimer disease and dementia
2020,10,1,2020-03-01,NJ,150,126,175,136,-14,1.5,2020-03-07,Alzheimer disease and dementia
2020,10,1,2020-03-01,US,5803,5648,5959,5652,-151,1.5,2020-03-07,Alzheimer disease and dementia
2020,11,1,2020-03-08,FL,354,317,394,346,-8,1.5,2020-03-14,Alzheimer disease and dementia
2020,11,1,2020-03-08,GA,162,137,189,157,-5,1.5,2020-03-14,Alzheimer disease and dementia
2020,11,1,2020-03-08,MI,189,163,218,164,-25,1.5,2020-03-14,Alzheimer disease and dementia
2020,11,1,2020-03-08,NJ,148,124,173,117,-31,1.5,2020-03-14,Alzheimer disease and dementia
2020,11,1,2020-03-08,US,5709,5557,5866,5444,-265,1.5,2020-03-14,Alzheimer disease and dementia
2020,12,1,2020-03-15,FL,350,314,390,378,28,1.5,2020-03-21,Alzheimer disease and dementia
2020,12,1,2020-03-15,GA,160,135,186,137,-23,1.5,2020-03-21,Alzheimer disease and dementia
2020,12,1,2020-03-15,MI,188,161,216,167,-21,1.5,2020-03-21,Alzheimer disease and dementia
2020,12,1,2020-03-15,NJ,145,121,170,137,-8,1.5,2020-03-21,Alzheimer disease and dementia
2020,12,1,2020-03-15,US,5614,5465,5764,5628,14,1.5,2020-03-21,Alzheimer disease and dementia
2020,13,1,2020-03-22,FL,347,310,385,371,24,1.5,2020-03-28,Alzheimer disease and dementia
2020,13,1,2020-03-22,GA,157,132,183,152,-5,1.5,2020-03-28,Alzheimer disease and dementia
2020,13,1,2020-03-22,MI,186,158,214,190,4,1.5,2020-03-28,Alzheimer disease and dementia
2020,13,1,2020-03-22,NJ,142,118,167,183,41,1.5,2020-03-28,Alzheimer disease and dementia
2020,13,1,2020-03-22,US,5522,5371,5672,5973,451,1.5,2020-03-28,Alzheimer disease and dementia
2020,14,1,2020-03-29,FL,343,306,381,353,10,1.5,2020-04-04,Alzheimer disease and dementia
2020,14,1,2020-03-29,GA,155,131,180,198,43,1.5,2020-04-04,Alzheimer disease and dementia
2020,14,1,2020-03-29,MI,183,156,212,254,71,1.5,2020-04-04,Alzheimer disease and dementia
2020,14,1,2020-03-29,NJ,139,117,165,269,130,1.5,2020-04-04,Alzheimer disease and dementia
2020,14,1,2020-03-29,US,5435,5287.975,5586,6476,1041,1.5,2020-04-04,Alzheimer disease and dementia
2020,15,1,2020-04-05,FL,340,304,379,381,41,1.5,2020-04-11,Alzheimer disease and dementia
2020,15,1,2020-04-05,GA,152,128,178,205,53,1.5,2020-04-11,Alzheimer disease and dementia
2020,15,1,2020-04-05,MI,180,154,208,297,117,1.5,2020-04-11,Alzheimer disease and dementia
2020,15,1,2020-04-05,NJ,136,113,161,313,177,1.5,2020-04-11,Alzheimer disease and dementia
2020,15,1,2020-04-05,US,5352,5207,5502,6764,1412,1.5,2020-04-11,Alzheimer disease and dementia
2020,16,1,2020-04-12,FL,338,301,376,376,38,1.5,2020-04-18,Alzheimer disease and dementia
2020,16,1,2020-04-12,GA,150,125,175,190,40,1.5,2020-04-18,Alzheimer disease and dementia
2020,16,1,2020-04-12,MI,177,150,205,245,68,1.5,2020-04-18,Alzheimer disease and dementia
2020,16,1,2020-04-12,NJ,133,110,157,344,211,1.5,2020-04-18,Alzheimer disease and dementia
2020,16,1,2020-04-12,US,5276,5129,5425,6651,1375,1.5,2020-04-18,Alzheimer disease and dementia
2020,17,1,2020-04-19,FL,336,299,373.02499999999964,406,70,1.5,2020-04-25,Alzheimer disease and dementia
2020,17,1,2020-04-19,GA,148,124,173,219,71,1.5,2020-04-25,Alzheimer disease and dementia
2020,17,1,2020-04-19,MI,174,148,201,220,46,1.5,2020-04-25,Alzheimer disease and dementia
2020,17,1,2020-04-19,NJ,130,108,154,282,152,1.5,2020-04-25,Alzheimer disease and dementia
2020,17,1,2020-04-19,US,5206,5058,5355,6516,1310,1.5,2020-04-25,Alzheimer disease and dementia
2020,18,1,2020-04-26,FL,335,298,373,355,20,1.5,2020-05-02,Alzheimer disease and dementia
2020,18,1,2020-04-26,GA,146,122,171,195,49,1.5,2020-05-02,Alzheimer disease and dementia
2020,18,1,2020-04-26,MI,170,144.97500000000002,198,231,61,1.5,2020-05-02,Alzheimer disease and dementia
2020,18,1,2020-04-26,NJ,127,105,152,224,97,1.5,2020-05-02,Alzheimer disease and dementia
2020,18,1,2020-04-26,US,5140,5000,5287.025,6181,1041,1.5,2020-05-02,Alzheimer disease and dementia
2020,19,1,2020-05-03,FL,333,297,372,366,33,1.5,2020-05-09,Alzheimer disease and dementia
2020,19,1,2020-05-03,GA,144,119,169,212,68,1.5,2020-05-09,Alzheimer disease and dementia
2020,19,1,2020-05-03,MI,167,141,194,171,4,1.5,2020-05-09,Alzheimer disease and dementia
2020,19,1,2020-05-03,NJ,125,103,148,179,54,1.5,2020-05-09,Alzheimer disease and dementia
2020,19,1,2020-05-03,US,5079,4937,5224,5792,713,1.5,2020-05-09,Alzheimer disease and dementia
2020,20,1,2020-05-10,FL,331,294,369,383,52,1.5,2020-05-16,Alzheimer disease and dementia
2020,20,1,2020-05-10,GA,142,119,168,199,57,1.5,2020-05-16,Alzheimer disease and dementia
2020,20,1,2020-05-10,MI,163,138,190,190,27,1.5,2020-05-16,Alzheimer disease and dementia
2020,20,1,2020-05-10,NJ,123,101,146,145,22,1.5,2020-05-16,Alzheimer disease and dementia
2020,20,1,2020-05-10,US,5023,4879,5169,5624,601,1.5,2020-05-16,Alzheimer disease and dementia
2020,21,1,2020-05-17,FL,329,293,368,357,28,1.5,2020-05-23,Alzheimer disease and dementia
2020,21,1,2020-05-17,GA,141,118,166,192,51,1.5,2020-05-23,Alzheimer disease and dementia
2020,21,1,2020-05-17,MI,160,135,187,158,-2,1.5,2020-05-23,Alzheimer disease and dementia
2020,21,1,2020-05-17,NJ,121,100,144,136,15,1.5,2020-05-23,Alzheimer disease and dementia
2020,21,1,2020-05-17,US,4967,4827,5109,5363,396,1.5,2020-05-23,Alzheimer disease and dementia
2020,22,1,2020-05-24,FL,327,290,364,369,42,1.5,2020-05-30,Alzheimer disease and dementia
2020,22,1,2020-05-24,GA,140,117,164,188,48,1.5,2020-05-30,Alzheimer disease and dementia
2020,22,1,2020-05-24,MI,157,132,184,158,1,1.5,2020-05-30,Alzheimer disease and dementia
2020,22,1,2020-05-24,NJ,120,98,142,129,9,1.5,2020-05-30,Alzheimer disease and dementia
2020,22,1,2020-05-24,US,4915,4775,5060,5249,334,1.5,2020-05-30,Alzheimer disease and dementia
2020,23,1,2020-05-31,FL,325,288,362,385,60,1.5,2020-06-06,Alzheimer disease and dementia
2020,23,1,2020-05-31,GA,139,116,164,164,25,1.5,2020-06-06,Alzheimer disease and dementia
2020,23,1,2020-05-31,MI,155,130,181,155,0,1.5,2020-06-06,Alzheimer disease and dementia
2020,23,1,2020-05-31,NJ,119,98,141,119,0,1.5,2020-06-06,Alzheimer disease and dementia
2020,23,1,2020-05-31,US,4864,4724,5009,5193,329,1.5,2020-06-06,Alzheimer disease and dementia
2020,24,1,2020-06-07,FL,322,286,359,376,54,1.5,2020-06-13,Alzheimer disease and dementia
2020,24,1,2020-06-07,GA,139,116,163,149,10,1.5,2020-06-13,Alzheimer disease and dementia
2020,24,1,2020-06-07,MI,152,128,178,139,-13,1.5,2020-06-13,Alzheimer disease and dementia
2020,24,1,2020-06-07,NJ,118,97,140,103,-15,1.5,2020-06-13,Alzheimer disease and dementia
2020,24,1,2020-06-07,US,4820,4680,4959,5154,334,1.5,2020-06-13,Alzheimer disease and dementia
2020,25,1,2020-06-14,FL,318,283,357,376,58,1.5,2020-06-20,Alzheimer disease and dementia
2020,25,1,2020-06-14,GA,139,116,164,164,25,1.5,2020-06-20,Alzheimer disease and dementia
2020,25,1,2020-06-14,MI,150,127,176,164,14,1.5,2020-06-20,Alzheimer disease and dementia
2020,25,1,2020-06-14,NJ,118,97,140,94,-24,1.5,2020-06-20,Alzheimer disease and dementia
2020,25,1,2020-06-14,US,4775,4635,4918,5185,410,1.5,2020-06-20,Alzheimer disease and dementia
2020,26,1,2020-06-21,FL,315,280,352,369,54,1.5,2020-06-27,Alzheimer disease and dementia
2020,26,1,2020-06-21,GA,139,116,163.02499999999964,153,14,1.5,2020-06-27,Alzheimer disease and dementia
2020,26,1,2020-06-21,MI,149,125,174,159,10,1.5,2020-06-27,Alzheimer disease and dementia
2020,26,1,2020-06-21,NJ,118,97,140,110,-8,1.5,2020-06-27,Alzheimer disease and dementia
2020,26,1,2020-06-21,US,4737,4600,4879,5117,380,1.5,2020-06-27,Alzheimer disease and dementia
2020,27,1,2020-06-28,FL,313,277,350,375,62,1.5,2020-07-04,Alzheimer disease and dementia
2020,27,1,2020-06-28,GA,140,117,165,178,38,1.5,2020-07-04,Alzheimer disease and dementia
2020,27,1,2020-06-28,MI,147.5,124,172,156,8.5,1.5,2020-07-04,Alzheimer disease and dementia
2020,27,1,2020-06-28,NJ,118,97,140,101,-17,1.5,2020-07-04,Alzheimer disease and dementia
2020,27,1,2020-06-28,US,4705,4568,4841,5174,469,1.5,2020-07-04,Alzheimer disease and dementia
2020,28,1,2020-07-05,FL,310,274,345,374,64,1.5,2020-07-11,Alzheimer disease and dementia
2020,28,1,2020-07-05,GA,140,118,165,171,31,1.5,2020-07-11,Alzheimer disease and dementia
2020,28,1,2020-07-05,MI,146,123,172,138,-8,1.5,2020-07-11,Alzheimer disease and dementia
2020,28,1,2020-07-05,NJ,118,97,140,118,0,1.5,2020-07-11,Alzheimer disease and dementia
2020,28,1,2020-07-05,US,4683,4546,4820.025,5281,598,1.5,2020-07-11,Alzheimer disease and dementia
2020,29,1,2020-07-12,FL,308,273,344,452,144,1.5,2020-07-18,Alzheimer disease and dementia
2020,29,1,2020-07-12,GA,141,118,166,197,56,1.5,2020-07-18,Alzheimer disease and dementia
2020,29,1,2020-07-12,MI,146,123,171,157,11,1.5,2020-07-18,Alzheimer disease and dementia
2020,29,1,2020-07-12,NJ,118,97,140,117,-1,1.5,2020-07-18,Alzheimer disease and dementia
2020,29,1,2020-07-12,US,4666,4528,4805,5380,714,1.5,2020-07-18,Alzheimer disease and dementia
2020,30,1,2020-07-19,FL,307,273,342,446,139,1.5,2020-07-25,Alzheimer disease and dementia
2020,30,1,2020-07-19,GA,142,119,167,191,49,1.5,2020-07-25,Alzheimer disease and dementia
2020,30,1,2020-07-19,MI,146,122,170,164,18,1.5,2020-07-25,Alzheimer disease and dementia
2020,30,1,2020-07-19,NJ,117,97,140,103,-14,1.5,2020-07-25,Alzheimer disease and dementia
2020,30,1,2020-07-19,US,4662,4525,4802,5305,643,1.5,2020-07-25,Alzheimer disease and dementia
2020,31,1,2020-07-26,FL,306,271,341,446,140,1.5,2020-08-01,Alzheimer disease and dementia
2020,31,1,2020-07-26,GA,143,119,168,186,43,1.5,2020-08-01,Alzheimer disease and dementia
2020,31,1,2020-07-26,MI,146,122,170,164,18,1.5,2020-08-01,Alzheimer disease and dementia
2020,31,1,2020-07-26,NJ,117,96,140,113,-4,1.5,2020-08-01,Alzheimer disease and dementia
2020,31,1,2020-07-26,US,4665,4528.975,4804,5219,554,1.5,2020-08-01,Alzheimer disease and dementia
2020,32,1,2020-08-02,FL,306,272,341,378,72,1.5,2020-08-08,Alzheimer disease and dementia
2020,32,1,2020-08-02,GA,143,120,168,174,31,1.5,2020-08-08,Alzheimer disease and dementia
2020,32,1,2020-08-02,MI,146,123,171,153,7,1.5,2020-08-08,Alzheimer disease and dementia
2020,32,1,2020-08-02,NJ,117,96,139,87,-30,1.5,2020-08-08,Alzheimer disease and dementia
2020,32,1,2020-08-02,US,4679,4544,4818,5041,362,1.5,2020-08-08,Alzheimer disease and dementia
2020,33,1,2020-08-09,FL,307,272,344,417,110,1.5,2020-08-15,Alzheimer disease and dementia
2020,33,1,2020-08-09,GA,144,120,168,153,9,1.5,2020-08-15,Alzheimer disease and dementia
2020,33,1,2020-08-09,MI,147,123,172,163,16,1.5,2020-08-15,Alzheimer disease and dementia
2020,33,1,2020-08-09,NJ,117,96,139,114,-3,1.5,2020-08-15,Alzheimer disease and dementia
2020,33,1,2020-08-09,US,4699,4564,4839,4830,131,1.5,2020-08-15,Alzheimer disease and dementia
2020,10,1,2020-03-01,FL,1450,1375,1529,1426,-24,5.5,2020-03-07,Circulatory diseases
2020,10,1,2020-03-01,GA,525,480,572,567,42,5.5,2020-03-07,Circulatory diseases
2020,10,1,2020-03-01,MI,686,632,740,648,-38,5.5,2020-03-07,Circulatory diseases
2020,10,1,2020-03-01,NJ,499,454,546,476,-23,5.5,2020-03-07,Circulatory diseases
2020,10,1,2020-03-01,US,18162,17886,18431.025,18054,-108,5.5,2020-03-07,Circulatory diseases
2020,11,1,2020-03-08,FL,1437,1362,1513,1393,-44,5.5,2020-03-14,Circulatory diseases
2020,11,1,2020-03-08,GA,520,475,568,527,7,5.5,2020-03-14,Circulatory diseases
2020,11,1,2020-03-08,MI,680,628,735,648,-32,5.5,2020-03-14,Circulatory diseases
2020,11,1,2020-03-08,NJ,492,446,538,486,-6,5.5,2020-03-14,Circulatory diseases
2020,11,1,2020-03-08,US,17957,17685.95,18225.024999999998,17690,-267,5.5,2020-03-14,Circulatory diseases
2020,12,1,2020-03-15,FL,1421,1345,1497,1336,-85,5.5,2020-03-21,Circulatory diseases
2020,12,1,2020-03-15,GA,516,469,562,510,-6,5.5,2020-03-21,Circulatory diseases
2020,12,1,2020-03-15,MI,675,623,728,688,13,5.5,2020-03-21,Circulatory diseases
2020,12,1,2020-03-15,NJ,483,440,529,503,20,5.5,2020-03-21,Circulatory diseases
2020,12,1,2020-03-15,US,17755,17490,18028,17462,-293,5.5,2020-03-21,Circulatory diseases
2020,13,1,2020-03-22,FL,1404,1329,1480,1343,-61,5.5,2020-03-28,Circulatory diseases
2020,13,1,2020-03-22,GA,510,466,558,518,8,5.5,2020-03-28,Circulatory diseases
2020,13,1,2020-03-22,MI,670,618,723,738,68,5.5,2020-03-28,Circulatory diseases
2020,13,1,2020-03-22,NJ,476,433,522,577,101,5.5,2020-03-28,Circulatory diseases
2020,13,1,2020-03-22,US,17556,17295,17824,17945,389,5.5,2020-03-28,Circulatory diseases
2020,14,1,2020-03-29,FL,1385,1310,1462,1392,7,5.5,2020-04-04,Circulatory diseases
2020,14,1,2020-03-29,GA,506,462,552,504,-2,5.5,2020-04-04,Circulatory diseases
2020,14,1,2020-03-29,MI,663,612,717,860,197,5.5,2020-04-04,Circulatory diseases
2020,14,1,2020-03-29,NJ,468,426,514,706,238,5.5,2020-04-04,Circulatory diseases
2020,14,1,2020-03-29,US,17368,17102,17640,19570,2202,5.5,2020-04-04,Circulatory diseases
2020,15,1,2020-04-05,FL,1368,1293,1445,1331,-37,5.5,2020-04-11,Circulatory diseases
2020,15,1,2020-04-05,GA,502,458,549,543,41,5.5,2020-04-11,Circulatory diseases
2020,15,1,2020-04-05,MI,657,606,710,888,231,5.5,2020-04-11,Circulatory diseases
2020,15,1,2020-04-05,NJ,461,419,506,818,357,5.5,2020-04-11,Circulatory diseases
2020,15,1,2020-04-05,US,17192,16931,17453.024999999998,20428,3236,5.5,2020-04-11,Circulatory diseases
2020,16,1,2020-04-12,FL,1351,1277,1426,1292,-59,5.5,2020-04-18,Circulatory diseases
2020,16,1,2020-04-12,GA,499,454,544,572,73,5.5,2020-04-18,Circulatory diseases
2020,16,1,2020-04-12,MI,652,601,703,784,132,5.5,2020-04-18,Circulatory diseases
2020,16,1,2020-04-12,NJ,456,412,500,754,298,5.5,2020-04-18,Circulatory diseases
2020,16,1,2020-04-12,US,17027,16766,17296.025,19157,2130,5.5,2020-04-18,Circulatory diseases
2020,17,1,2020-04-19,FL,1333,1261,1409,1355,22,5.5,2020-04-25,Circulatory diseases
2020,17,1,2020-04-19,GA,495,451,541,510,15,5.5,2020-04-25,Circulatory diseases
2020,17,1,2020-04-19,MI,645.5,593,699,692,46.5,5.5,2020-04-25,Circulatory diseases
2020,17,1,2020-04-19,NJ,450,409,494,662,212,5.5,2020-04-25,Circulatory diseases
2020,17,1,2020-04-19,US,16876.5,16609,17138.025,18274,1397.5,5.5,2020-04-25,Circulatory diseases
2020,18,1,2020-04-26,FL,1319,1246,1390,1236,-83,5.5,2020-05-02,Circulatory diseases
2020,18,1,2020-04-26,GA,493,448,538,503,10,5.5,2020-05-02,Circulatory diseases
2020,18,1,2020-04-26,MI,639,589,693,690,51,5.5,2020-05-02,Circulatory diseases
2020,18,1,2020-04-26,NJ,447,404,491,536,89,5.5,2020-05-02,Circulatory diseases
2020,18,1,2020-04-26,US,16732,16469,16992,17210,478,5.5,2020-05-02,Circulatory diseases
2020,19,1,2020-05-03,FL,1305,1231,1382,1276,-29,5.5,2020-05-09,Circulatory diseases
2020,19,1,2020-05-03,GA,489,446,536,500,11,5.5,2020-05-09,Circulatory diseases
2020,19,1,2020-05-03,MI,634,584,685,587,-47,5.5,2020-05-09,Circulatory diseases
2020,19,1,2020-05-03,NJ,443,401,488,483,40,5.5,2020-05-09,Circulatory diseases
2020,19,1,2020-05-03,US,16599,16338,16860,17140,541,5.5,2020-05-09,Circulatory diseases
2020,20,1,2020-05-10,FL,1293,1220,1365.0249999999996,1264,-29,5.5,2020-05-16,Circulatory diseases
2020,20,1,2020-05-10,GA,487,442,533,497,10,5.5,2020-05-16,Circulatory diseases
2020,20,1,2020-05-10,MI,627,577,680,645,18,5.5,2020-05-16,Circulatory diseases
2020,20,1,2020-05-10,NJ,440,399,484,523,83,5.5,2020-05-16,Circulatory diseases
2020,20,1,2020-05-10,US,16469,16204,16728,16816,347,5.5,2020-05-16,Circulatory diseases
2020,21,1,2020-05-17,FL,1280,1208,1354,1320,40,5.5,2020-05-23,Circulatory diseases
2020,21,1,2020-05-17,GA,485,441,529,520,35,5.5,2020-05-23,Circulatory diseases
2020,21,1,2020-05-17,MI,621,571,673,595,-26,5.5,2020-05-23,Circulatory diseases
2020,21,1,2020-05-17,NJ,438.5,397.975,483,479,40.5,5.5,2020-05-23,Circulatory diseases
2020,21,1,2020-05-17,US,16338,16080,16597,16690,352,5.5,2020-05-23,Circulatory diseases
2020,22,1,2020-05-24,FL,1269,1198,1343,1248,-21,5.5,2020-05-30,Circulatory diseases
2020,22,1,2020-05-24,GA,483,438,529,479,-4,5.5,2020-05-30,Circulatory diseases
2020,22,1,2020-05-24,MI,616,567,668,608,-8,5.5,2020-05-30,Circulatory diseases
2020,22,1,2020-05-24,NJ,437,396,479,416,-21,5.5,2020-05-30,Circulatory diseases
2020,22,1,2020-05-24,US,16218,15957,16472,16268,50,5.5,2020-05-30,Circulatory diseases
2020,23,1,2020-05-31,FL,1258,1186,1331,1276,18,5.5,2020-06-06,Circulatory diseases
2020,23,1,2020-05-31,GA,480,437,525,464,-16,5.5,2020-06-06,Circulatory diseases
2020,23,1,2020-05-31,MI,611,560,661,611,0,5.5,2020-06-06,Circulatory diseases
2020,23,1,2020-05-31,NJ,436,396,479,412,-24,5.5,2020-06-06,Circulatory diseases
2020,23,1,2020-05-31,US,16098,15843,16351,16157,59,5.5,2020-06-06,Circulatory diseases
2020,24,1,2020-06-07,FL,1249,1178,1322,1317,68,5.5,2020-06-13,Circulatory diseases
2020,24,1,2020-06-07,GA,478,435,522,466,-12,5.5,2020-06-13,Circulatory diseases
2020,24,1,2020-06-07,MI,604,555,655,599,-5,5.5,2020-06-13,Circulatory diseases
2020,24,1,2020-06-07,NJ,434,393,476,410,-24,5.5,2020-06-13,Circulatory diseases
2020,24,1,2020-06-07,US,15977,15716,16234,16083,106,5.5,2020-06-13,Circulatory diseases
2020,25,1,2020-06-14,FL,1240,1171,1311,1304,64,5.5,2020-06-20,Circulatory diseases
2020,25,1,2020-06-14,GA,475,432,520.0249999999996,453,-22,5.5,2020-06-20,Circulatory diseases
2020,25,1,2020-06-14,MI,598,549,650,572,-26,5.5,2020-06-20,Circulatory diseases
2020,25,1,2020-06-14,NJ,433,393,476,408,-25,5.5,2020-06-20,Circulatory diseases
2020,25,1,2020-06-14,US,15864,15611.975,16131,16090,226,5.5,2020-06-20,Circulatory diseases
2020,26,1,2020-06-21,FL,1231,1162,1303,1324,93,5.5,2020-06-27,Circulatory diseases
2020,26,1,2020-06-21,GA,473,429,516,451,-22,5.5,2020-06-27,Circulatory diseases
2020,26,1,2020-06-21,MI,593,546,642,586,-7,5.5,2020-06-27,Circulatory diseases
2020,26,1,2020-06-21,NJ,431,390,473,410,-21,5.5,2020-06-27,Circulatory diseases
2020,26,1,2020-06-21,US,15757,15504.975,16015,16091,334,5.5,2020-06-27,Circulatory diseases
2020,27,1,2020-06-28,FL,1223,1154,1294,1343,120,5.5,2020-07-04,Circulatory diseases
2020,27,1,2020-06-28,GA,471,427,515,519,48,5.5,2020-07-04,Circulatory diseases
2020,27,1,2020-06-28,MI,588,540,638,607,19,5.5,2020-07-04,Circulatory diseases
2020,27,1,2020-06-28,NJ,430,390,472,412,-18,5.5,2020-07-04,Circulatory diseases
2020,27,1,2020-06-28,US,15663,15409,15920,16169,506,5.5,2020-07-04,Circulatory diseases
2020,28,1,2020-07-05,FL,1217,1148,1288,1397,180,5.5,2020-07-11,Circulatory diseases
2020,28,1,2020-07-05,GA,468,426,511,519,51,5.5,2020-07-11,Circulatory diseases
2020,28,1,2020-07-05,MI,583,536,632,575,-8,5.5,2020-07-11,Circulatory diseases
2020,28,1,2020-07-05,NJ,427,386,470,416,-11,5.5,2020-07-11,Circulatory diseases
2020,28,1,2020-07-05,US,15582,15328,15833,16116,534,5.5,2020-07-11,Circulatory diseases
2020,29,1,2020-07-12,FL,1211,1143,1281,1382,171,5.5,2020-07-18,Circulatory diseases
2020,29,1,2020-07-12,GA,465,421.975,508,496,31,5.5,2020-07-18,Circulatory diseases
2020,29,1,2020-07-12,MI,580,533,628,563,-17,5.5,2020-07-18,Circulatory diseases
2020,29,1,2020-07-12,NJ,425,385,467,391,-34,5.5,2020-07-18,Circulatory diseases
2020,29,1,2020-07-12,US,15512,15265,15766,15835,323,5.5,2020-07-18,Circulatory diseases
2020,30,1,2020-07-19,FL,1206,1138,1275.0249999999996,1410,204,5.5,2020-07-25,Circulatory diseases
2020,30,1,2020-07-19,GA,462,419,507,526,64,5.5,2020-07-25,Circulatory diseases
2020,30,1,2020-07-19,MI,577,530,625,579,2,5.5,2020-07-25,Circulatory diseases
2020,30,1,2020-07-19,NJ,424,382,465,397,-27,5.5,2020-07-25,Circulatory diseases
2020,30,1,2020-07-19,US,15464,15211,15719,15562,98,5.5,2020-07-25,Circulatory diseases
2020,31,1,2020-07-26,FL,1202,1133,1273,1364,162,5.5,2020-08-01,Circulatory diseases
2020,31,1,2020-07-26,GA,460,418,505,458,-2,5.5,2020-08-01,Circulatory diseases
2020,31,1,2020-07-26,MI,575,527.975,624,581,6,5.5,2020-08-01,Circulatory diseases
2020,31,1,2020-07-26,NJ,422,380,463,400,-22,5.5,2020-08-01,Circulatory diseases
2020,31,1,2020-07-26,US,15426,15177,15679,15086,-340,5.5,2020-08-01,Circulatory diseases
2020,32,1,2020-08-02,FL,1199,1131,1270,1247,48,5.5,2020-08-08,Circulatory diseases
2020,32,1,2020-08-02,GA,457,414,502,406,-51,5.5,2020-08-08,Circulatory diseases
2020,32,1,2020-08-02,MI,574,527,622,610,36,5.5,2020-08-08,Circulatory diseases
2020,32,1,2020-08-02,NJ,420,379,462,395,-25,5.5,2020-08-08,Circulatory diseases
