mmwr_year,mmwr_week,mmwr_day,week_start,state,pred,lpi,upi,obs,unexplained.cases,denom,week_end,type
2020,11,1,2020-03-08,NJ,166,141,193,152,-14,1.5,2020-03-14,Residual (all other natural causes)
2020,11,1,2020-03-08,US,7229,7056,7405,7056,-173,1.5,2020-03-14,Residual (all other natural causes)
2020,12,1,2020-03-15,FL,358,321,397,431,73,1.5,2020-03-21,Residual (all other natural causes)
2020,12,1,2020-03-15,GA,197,169,227,212,15,1.5,2020-03-21,Residual (all other natural causes)
2020,12,1,2020-03-15,MI,227,197,258,259,32,1.5,2020-03-21,Residual (all other natural causes)
2020,12,1,2020-03-15,NJ,165,140,192,167,2,1.5,2020-03-21,Residual (all other natural causes)
2020,12,1,2020-03-15,US,7157,6987,7327,7036,-121,1.5,2020-03-21,Residual (all other natural causes)
2020,13,1,2020-03-22,FL,595,546,646,457,-138,2.5,2020-03-28,Residual (all other natural causes)
2020,13,1,2020-03-22,GA,196,168,226,181,-15,1.5,2020-03-28,Residual (all other natural causes)
2020,13,1,2020-03-22,MI,378,339,419,262,-116,2.5,2020-03-28,Residual (all other natural causes)
2020,13,1,2020-03-22,NJ,273,241,308,227,-46,2.5,2020-03-28,Residual (all other natural causes)
2020,13,1,2020-03-22,US,7090,6922,7260,7353,263,1.5,2020-03-28,Residual (all other natural causes)
2020,14,1,2020-03-29,FL,592,543.975,644,437,-155,2.5,2020-04-04,Residual (all other natural causes)
2020,14,1,2020-03-29,GA,195,167,225,197,2,1.5,2020-04-04,Residual (all other natural causes)
2020,14,1,2020-03-29,MI,379,340,420,278,-101,2.5,2020-04-04,Residual (all other natural causes)
2020,14,1,2020-03-29,NJ,271,238,306,275,4,2.5,2020-04-04,Residual (all other natural causes)
2020,14,1,2020-03-29,US,7025,6855,7194,7605,580,1.5,2020-04-04,Residual (all other natural causes)
2020,15,1,2020-04-05,FL,589,540,641,404,-185,2.5,2020-04-11,Residual (all other natural causes)
2020,15,1,2020-04-05,GA,194,167,224,197,3,1.5,2020-04-11,Residual (all other natural causes)
2020,15,1,2020-04-05,MI,379,339,420,331,-48,2.5,2020-04-11,Residual (all other natural causes)
2020,15,1,2020-04-05,NJ,269,236,304,271,2,2.5,2020-04-11,Residual (all other natural causes)
2020,15,1,2020-04-05,US,6968,6803,7140,7608,640,1.5,2020-04-11,Residual (all other natural causes)
2020,16,1,2020-04-12,FL,351,314,390,450,99,1.5,2020-04-18,Residual (all other natural causes)
2020,16,1,2020-04-12,GA,194,166,223,192,-2,1.5,2020-04-18,Residual (all other natural causes)
2020,16,1,2020-04-12,MI,378,339,420,268,-110,2.5,2020-04-18,Residual (all other natural causes)
2020,16,1,2020-04-12,NJ,267,234,301,269,2,2.5,2020-04-18,Residual (all other natural causes)
2020,16,1,2020-04-12,US,6919,6750,7089,7278,359,1.5,2020-04-18,Residual (all other natural causes)
2020,17,1,2020-04-19,FL,582,534,633,448,-134,2.5,2020-04-25,Residual (all other natural causes)
2020,17,1,2020-04-19,GA,193,165,222,210,17,1.5,2020-04-25,Residual (all other natural causes)
2020,17,1,2020-04-19,MI,377,337,418,226,-151,2.5,2020-04-25,Residual (all other natural causes)
2020,17,1,2020-04-19,NJ,265,232,299,256,-9,2.5,2020-04-25,Residual (all other natural causes)
2020,17,1,2020-04-19,US,6868,6707,7041,7104,236,1.5,2020-04-25,Residual (all other natural causes)
2020,18,1,2020-04-26,FL,580,531,630,436,-144,2.5,2020-05-02,Residual (all other natural causes)
2020,18,1,2020-04-26,GA,192,165,222,216,24,1.5,2020-05-02,Residual (all other natural causes)
2020,18,1,2020-04-26,MI,374,335,414,238,-136,2.5,2020-05-02,Residual (all other natural causes)
2020,18,1,2020-04-26,NJ,262,229,297,181,-81,2.5,2020-05-02,Residual (all other natural causes)
2020,18,1,2020-04-26,US,6824,6658,6997,6692,-132,1.5,2020-05-02,Residual (all other natural causes)
2020,19,1,2020-05-03,FL,347,311,387,440,93,1.5,2020-05-09,Residual (all other natural causes)
2020,19,1,2020-05-03,GA,191,164.97500000000002,220,194,3,1.5,2020-05-09,Residual (all other natural causes)
2020,19,1,2020-05-03,MI,223,192,254,166,-57,1.5,2020-05-09,Residual (all other natural causes)
2020,19,1,2020-05-03,NJ,260,227,293,158,-102,2.5,2020-05-09,Residual (all other natural causes)
2020,19,1,2020-05-03,US,6785,6619,6953,6424,-361,1.5,2020-05-09,Residual (all other natural causes)
2020,20,1,2020-05-10,FL,349,312,388,372,23,1.5,2020-05-16,Residual (all other natural causes)
2020,20,1,2020-05-10,GA,190,163,219,211,21,1.5,2020-05-16,Residual (all other natural causes)
2020,20,1,2020-05-10,MI,367,329,408,241,-126,2.5,2020-05-16,Residual (all other natural causes)
2020,20,1,2020-05-10,NJ,257,225,292,183,-74,2.5,2020-05-16,Residual (all other natural causes)
2020,20,1,2020-05-10,US,6741,6576.975,6911,6617,-124,1.5,2020-05-16,Residual (all other natural causes)
2020,21,1,2020-05-17,FL,586,537,637,399,-187,2.5,2020-05-23,Residual (all other natural causes)
2020,21,1,2020-05-17,GA,189,161,217.02499999999964,182,-7,1.5,2020-05-23,Residual (all other natural causes)
2020,21,1,2020-05-17,MI,217,188,248,208,-9,1.5,2020-05-23,Residual (all other natural causes)
2020,21,1,2020-05-17,NJ,152,128,178,140,-12,1.5,2020-05-23,Residual (all other natural causes)
2020,21,1,2020-05-17,US,6702,6535,6868,6202,-500,1.5,2020-05-23,Residual (all other natural causes)
2020,22,1,2020-05-24,FL,355,318,394,417,62,1.5,2020-05-30,Residual (all other natural causes)
2020,22,1,2020-05-24,GA,187,161,216,169,-18,1.5,2020-05-30,Residual (all other natural causes)
2020,22,1,2020-05-24,MI,215,186,245,198,-17,1.5,2020-05-30,Residual (all other natural causes)
2020,22,1,2020-05-24,NJ,150,127,176,148,-2,1.5,2020-05-30,Residual (all other natural causes)
2020,22,1,2020-05-24,US,6657,6492,6823.025,5836,-821,1.5,2020-05-30,Residual (all other natural causes)
2020,23,1,2020-05-31,FL,602,553,652,392,-210,2.5,2020-06-06,Residual (all other natural causes)
2020,23,1,2020-05-31,GA,186,159,213,199,13,1.5,2020-06-06,Residual (all other natural causes)
2020,23,1,2020-05-31,MI,212,183,243,210,-2,1.5,2020-06-06,Residual (all other natural causes)
2020,23,1,2020-05-31,NJ,248,216,282,139,-109,2.5,2020-06-06,Residual (all other natural causes)
2020,23,1,2020-05-31,US,6613,6447,6778.025,5842,-771,1.5,2020-06-06,Residual (all other natural causes)
2020,24,1,2020-06-07,FL,613,563,665,411,-202,2.5,2020-06-13,Residual (all other natural causes)
2020,24,1,2020-06-07,GA,185,159,213,180,-5,1.5,2020-06-13,Residual (all other natural causes)
2020,24,1,2020-06-07,MI,210,182,240,189,-21,1.5,2020-06-13,Residual (all other natural causes)
2020,24,1,2020-06-07,NJ,147,124,173,109,-38,1.5,2020-06-13,Residual (all other natural causes)
2020,24,1,2020-06-07,US,6570,6407,6737,5754,-816,1.5,2020-06-13,Residual (all other natural causes)
2020,25,1,2020-06-14,FL,627,576,680,446,-181,2.5,2020-06-20,Residual (all other natural causes)
2020,25,1,2020-06-14,GA,184,158,212,167,-17,1.5,2020-06-20,Residual (all other natural causes)
2020,25,1,2020-06-14,MI,208,179,238,168,-40,1.5,2020-06-20,Residual (all other natural causes)
2020,25,1,2020-06-14,NJ,146,122,171,87,-59,1.5,2020-06-20,Residual (all other natural causes)
2020,25,1,2020-06-14,US,6528,6363,6693.025,5448,-1080,1.5,2020-06-20,Residual (all other natural causes)
2020,26,1,2020-06-21,FL,383,345,424,360,-23,1.5,2020-06-27,Residual (all other natural causes)
2020,26,1,2020-06-21,GA,184,157,212,197,13,1.5,2020-06-27,Residual (all other natural causes)
2020,26,1,2020-06-21,MI,207,178,237,194,-13,1.5,2020-06-27,Residual (all other natural causes)
2020,26,1,2020-06-21,NJ,145,120.97500000000002,170,111,-34,1.5,2020-06-27,Residual (all other natural causes)
2020,26,1,2020-06-21,US,6489,6327,6655,5375,-1114,1.5,2020-06-27,Residual (all other natural causes)
2020,27,1,2020-06-28,FL,652,601,705,356,-296,2.5,2020-07-04,Residual (all other natural causes)
2020,27,1,2020-06-28,GA,183,157,210,196,13,1.5,2020-07-04,Residual (all other natural causes)
2020,27,1,2020-06-28,MI,206,177,236,177,-29,1.5,2020-07-04,Residual (all other natural causes)
2020,27,1,2020-06-28,NJ,144,121,169,57,-87,1.5,2020-07-04,Residual (all other natural causes)
2020,27,1,2020-06-28,US,6456,6296,6618,5008,-1448,1.5,2020-07-04,Residual (all other natural causes)
2020,28,1,2020-07-05,FL,661,611,714,305,-356,2.5,2020-07-11,Residual (all other natural causes)
2020,28,1,2020-07-05,GA,184,157,212,179,-5,1.5,2020-07-11,Residual (all other natural causes)
2020,28,1,2020-07-05,MI,206,178,235,211,5,1.5,2020-07-11,Residual (all other natural causes)
2020,28,1,2020-07-05,NJ,143,120,168,98,-45,1.5,2020-07-11,Residual (all other natural causes)
2020,28,1,2020-07-05,US,6430,6272,6585,4687,-1743,1.5,2020-07-11,Residual (all other natural causes)
2020,29,1,2020-07-12,FL,401,360.975,442,287,-114,1.5,2020-07-18,Residual (all other natural causes)
2020,29,1,2020-07-12,GA,308,272,344,225,-83,2.5,2020-07-18,Residual (all other natural causes)
2020,29,1,2020-07-12,MI,206,178,236,127,-79,1.5,2020-07-18,Residual (all other natural causes)
2020,29,1,2020-07-12,NJ,142,119,168,80,-62,1.5,2020-07-18,Residual (all other natural causes)
2020,29,1,2020-07-12,US,6407,6244,6570,4416,-1991,1.5,2020-07-18,Residual (all other natural causes)
2020,30,1,2020-07-19,FL,670,618,723,255,-415,2.5,2020-07-25,Residual (all other natural causes)
2020,30,1,2020-07-19,GA,309,274,345,195,-114,2.5,2020-07-25,Residual (all other natural causes)
2020,30,1,2020-07-19,MI,207,179,237,143,-64,1.5,2020-07-25,Residual (all other natural causes)
2020,30,1,2020-07-19,NJ,143,119,167,124,-19,1.5,2020-07-25,Residual (all other natural causes)
2020,30,1,2020-07-19,US,6396,6237,6552,4339,-2057,1.5,2020-07-25,Residual (all other natural causes)
2020,31,1,2020-07-26,FL,668,616,721,151,-517,2.5,2020-08-01,Residual (all other natural causes)
2020,31,1,2020-07-26,GA,186,160,215,142,-44,1.5,2020-08-01,Residual (all other natural causes)
2020,31,1,2020-07-26,MI,209,180,238,130,-79,1.5,2020-08-01,Residual (all other natural causes)
2020,31,1,2020-07-26,NJ,143,120,168,71,-72,1.5,2020-08-01,Residual (all other natural causes)
2020,31,1,2020-07-26,US,6394,6233.9749999999995,6551,3654,-2740,1.5,2020-08-01,Residual (all other natural causes)
2020,32,1,2020-08-02,FL,396,357,438,133,-263,1.5,2020-08-08,Residual (all other natural causes)
2020,32,1,2020-08-02,GA,188,161,216,154,-34,1.5,2020-08-08,Residual (all other natural causes)
2020,32,1,2020-08-02,MI,210,182,240,169,-41,1.5,2020-08-08,Residual (all other natural causes)
2020,32,1,2020-08-02,NJ,143,120,168,67,-76,1.5,2020-08-08,Residual (all other natural causes)
2020,32,1,2020-08-02,US,6397,6239,6556,3453,-2944,1.5,2020-08-08,Residual (all other natural causes)
2020,33,1,2020-08-09,FL,650,599,702,150,-500,2.5,2020-08-15,Residual (all other natural causes)
2020,33,1,2020-08-09,GA,190,163,218,117,-73,1.5,2020-08-15,Residual (all other natural causes)
2020,33,1,2020-08-09,MI,212,183,242,110,-102,1.5,2020-08-15,Residual (all other natural causes)
2020,33,1,2020-08-09,NJ,144,121,169,74,-70,1.5,2020-08-15,Residual (all other natural causes)
2020,33,1,2020-08-09,US,6409,6249,6572,2916,-3493,1.5,2020-08-15,Residual (all other natural causes)
2020,10,1,2020-03-01,FL,456,414,501,447,-9,3.5,2020-03-07,Respiratory diseases
2020,10,1,2020-03-01,GA,197,169,227,158,-39,3.5,2020-03-07,Respiratory diseases
2020,10,1,2020-03-01,MI,217,189,249,225,8,3.5,2020-03-07,Respiratory diseases
2020,10,1,2020-03-01,NJ,159,134,185,160,1,3.5,2020-03-07,Respiratory diseases
2020,10,1,2020-03-01,US,6403,6238,6571,6538,135,3.5,2020-03-07,Respiratory diseases
2020,11,1,2020-03-08,FL,447,405,492,450,3,3.5,2020-03-14,Respiratory diseases
2020,11,1,2020-03-08,GA,194,166,222,205,11,3.5,2020-03-14,Respiratory diseases
2020,11,1,2020-03-08,MI,216,187,247,232,16,3.5,2020-03-14,Respiratory diseases
2020,11,1,2020-03-08,NJ,154,129,179,150,-4,3.5,2020-03-14,Respiratory diseases
2020,11,1,2020-03-08,US,6245,6086,6409,6440,195,3.5,2020-03-14,Respiratory diseases
2020,12,1,2020-03-15,FL,437,395,480,464,27,3.5,2020-03-21,Respiratory diseases
2020,12,1,2020-03-15,GA,190,163,219,187,-3,3.5,2020-03-21,Respiratory diseases
2020,12,1,2020-03-15,MI,214,185,244,192,-22,3.5,2020-03-21,Respiratory diseases
2020,12,1,2020-03-15,NJ,148,123.97500000000002,173,173,25,3.5,2020-03-21,Respiratory diseases
2020,12,1,2020-03-15,US,6083,5919,6244,6583,500,3.5,2020-03-21,Respiratory diseases
2020,13,1,2020-03-22,FL,426,385,470,437,11,3.5,2020-03-28,Respiratory diseases
2020,13,1,2020-03-22,GA,186,159,214,211,25,3.5,2020-03-28,Respiratory diseases
2020,13,1,2020-03-22,MI,211,183,242,258,47,3.5,2020-03-28,Respiratory diseases
2020,13,1,2020-03-22,NJ,143,119,169,258,115,3.5,2020-03-28,Respiratory diseases
2020,13,1,2020-03-22,US,5929,5774,6091,6872,943,3.5,2020-03-28,Respiratory diseases
2020,14,1,2020-03-29,FL,416,376,459,426,10,3.5,2020-04-04,Respiratory diseases
2020,14,1,2020-03-29,GA,183,155,211,223,40,3.5,2020-04-04,Respiratory diseases
2020,14,1,2020-03-29,MI,209,180,239,283,74,3.5,2020-04-04,Respiratory diseases
2020,14,1,2020-03-29,NJ,138,115,163,319,181,3.5,2020-04-04,Respiratory diseases
2020,14,1,2020-03-29,US,5788,5631,5945,6927,1139,3.5,2020-04-04,Respiratory diseases
2020,15,1,2020-04-05,FL,407,367,449,381,-26,3.5,2020-04-11,Respiratory diseases
2020,15,1,2020-04-05,GA,179,152,207,201,22,3.5,2020-04-11,Respiratory diseases
2020,15,1,2020-04-05,MI,205,177,236,240,35,3.5,2020-04-11,Respiratory diseases
2020,15,1,2020-04-05,NJ,134,112,159,369,235,3.5,2020-04-11,Respiratory diseases
2020,15,1,2020-04-05,US,5659,5508.975,5813,6541,882,3.5,2020-04-11,Respiratory diseases
2020,16,1,2020-04-12,FL,400,359,441,345,-55,3.5,2020-04-18,Respiratory diseases
2020,16,1,2020-04-12,GA,176,149,203,165,-11,3.5,2020-04-18,Respiratory diseases
2020,16,1,2020-04-12,MI,202,174,232,217,15,3.5,2020-04-18,Respiratory diseases
2020,16,1,2020-04-12,NJ,131,109,155,266,135,3.5,2020-04-18,Respiratory diseases
2020,16,1,2020-04-12,US,5543,5395,5696,5788,245,3.5,2020-04-18,Respiratory diseases
2020,17,1,2020-04-19,FL,393,353,433,373,-20,3.5,2020-04-25,Respiratory diseases
2020,17,1,2020-04-19,GA,172,146,199,174,2,3.5,2020-04-25,Respiratory diseases
2020,17,1,2020-04-19,MI,199,171,228,214,15,3.5,2020-04-25,Respiratory diseases
2020,17,1,2020-04-19,NJ,128,106,153,264,136,3.5,2020-04-25,Respiratory diseases
2020,17,1,2020-04-19,US,5442,5293,5593,5412,-30,3.5,2020-04-25,Respiratory diseases
2020,18,1,2020-04-26,FL,387,347,427,320,-67,3.5,2020-05-02,Respiratory diseases
2020,18,1,2020-04-26,GA,168,143,194,182,14,3.5,2020-05-02,Respiratory diseases
2020,18,1,2020-04-26,MI,195,167,224,187,-8,3.5,2020-05-02,Respiratory diseases
2020,18,1,2020-04-26,NJ,127,104,150,198,71,3.5,2020-05-02,Respiratory diseases
2020,18,1,2020-04-26,US,5346,5198,5494,5144,-202,3.5,2020-05-02,Respiratory diseases
2020,19,1,2020-05-03,FL,382,344,422,349,-33,3.5,2020-05-09,Respiratory diseases
2020,19,1,2020-05-03,GA,164,140,191,189,25,3.5,2020-05-09,Respiratory diseases
2020,19,1,2020-05-03,MI,190,163,220,174,-16,3.5,2020-05-09,Respiratory diseases
2020,19,1,2020-05-03,NJ,125,104,149,153,28,3.5,2020-05-09,Respiratory diseases
2020,19,1,2020-05-03,US,5256,5108,5402,4910,-346,3.5,2020-05-09,Respiratory diseases
2020,20,1,2020-05-10,FL,377,338,417,352,-25,3.5,2020-05-16,Respiratory diseases
2020,20,1,2020-05-10,GA,161,136,187,169,8,3.5,2020-05-16,Respiratory diseases
2020,20,1,2020-05-10,MI,186,159,216,150,-36,3.5,2020-05-16,Respiratory diseases
2020,20,1,2020-05-10,NJ,124,102,147,140,16,3.5,2020-05-16,Respiratory diseases
2020,20,1,2020-05-10,US,5166,5024,5314,4754,-412,3.5,2020-05-16,Respiratory diseases
2020,21,1,2020-05-17,FL,373,334,412,326,-47,3.5,2020-05-23,Respiratory diseases
2020,21,1,2020-05-17,GA,157,133,184,163,6,3.5,2020-05-23,Respiratory diseases
2020,21,1,2020-05-17,MI,182,155,211,134,-48,3.5,2020-05-23,Respiratory diseases
2020,21,1,2020-05-17,NJ,123,101,146,122,-1,3.5,2020-05-23,Respiratory diseases
2020,21,1,2020-05-17,US,5077,4934,5220,4526,-551,3.5,2020-05-23,Respiratory diseases
2020,22,1,2020-05-24,FL,367,329.975,408,299,-68,3.5,2020-05-30,Respiratory diseases
2020,22,1,2020-05-24,GA,154,130,180,176,22,3.5,2020-05-30,Respiratory diseases
2020,22,1,2020-05-24,MI,178,152,205,148,-30,3.5,2020-05-30,Respiratory diseases
2020,22,1,2020-05-24,NJ,122,101,145,138,16,3.5,2020-05-30,Respiratory diseases
2020,22,1,2020-05-24,US,4987,4844,5126,4476,-511,3.5,2020-05-30,Respiratory diseases
2020,23,1,2020-05-31,FL,363,325,403,319,-44,3.5,2020-06-06,Respiratory diseases
2020,23,1,2020-05-31,GA,151,127,177,156,5,3.5,2020-06-06,Respiratory diseases
2020,23,1,2020-05-31,MI,174,148,201,138,-36,3.5,2020-06-06,Respiratory diseases
2020,23,1,2020-05-31,NJ,121,100,144,110,-11,3.5,2020-06-06,Respiratory diseases
2020,23,1,2020-05-31,US,4891.5,4750.9749999999995,5034,4348,-543.5,3.5,2020-06-06,Respiratory diseases
2020,24,1,2020-06-07,FL,358,321,398,314,-44,3.5,2020-06-13,Respiratory diseases
2020,24,1,2020-06-07,GA,148,125,173,162,14,3.5,2020-06-13,Respiratory diseases
2020,24,1,2020-06-07,MI,170,145,197,121,-49,3.5,2020-06-13,Respiratory diseases
2020,24,1,2020-06-07,NJ,120,99,143,104,-16,3.5,2020-06-13,Respiratory diseases
2020,24,1,2020-06-07,US,4800,4659,4937,4232,-568,3.5,2020-06-13,Respiratory diseases
2020,25,1,2020-06-14,FL,353,316,392,330,-23,3.5,2020-06-20,Respiratory diseases
2020,25,1,2020-06-14,GA,146,122,171,156,10,3.5,2020-06-20,Respiratory diseases
2020,25,1,2020-06-14,MI,167,141,193,142,-25,3.5,2020-06-20,Respiratory diseases
2020,25,1,2020-06-14,NJ,120,98,142,110,-10,3.5,2020-06-20,Respiratory diseases
2020,25,1,2020-06-14,US,4709,4575,4850,4403,-306,3.5,2020-06-20,Respiratory diseases
2020,26,1,2020-06-21,FL,348,311,386,326,-22,3.5,2020-06-27,Respiratory diseases
2020,26,1,2020-06-21,GA,144,120,169,168,24,3.5,2020-06-27,Respiratory diseases
2020,26,1,2020-06-21,MI,164,138,190,153,-11,3.5,2020-06-27,Respiratory diseases
2020,26,1,2020-06-21,NJ,118,97,141,118,0,3.5,2020-06-27,Respiratory diseases
2020,26,1,2020-06-21,US,4626,4489,4762,4318,-308,3.5,2020-06-27,Respiratory diseases
2020,27,1,2020-06-28,FL,344,307,381.02499999999964,334,-10,3.5,2020-07-04,Respiratory diseases
2020,27,1,2020-06-28,GA,143,120,167,128,-15,3.5,2020-07-04,Respiratory diseases
2020,27,1,2020-06-28,MI,161,136,187,138,-23,3.5,2020-07-04,Respiratory diseases
2020,27,1,2020-06-28,NJ,117,96,139,119,2,3.5,2020-07-04,Respiratory diseases
2020,27,1,2020-06-28,US,4550,4416,4686.025,4326,-224,3.5,2020-07-04,Respiratory diseases
2020,28,1,2020-07-05,FL,339,303,376,365,26,3.5,2020-07-11,Respiratory diseases
2020,28,1,2020-07-05,GA,142,119,167,161,19,3.5,2020-07-11,Respiratory diseases
2020,28,1,2020-07-05,MI,159,134,185,120,-39,3.5,2020-07-11,Respiratory diseases
2020,28,1,2020-07-05,NJ,82,65,102,83,1,2.5,2020-07-11,Respiratory diseases
2020,28,1,2020-07-05,US,4485,4353,4621,4291,-194,3.5,2020-07-11,Respiratory diseases
2020,29,1,2020-07-12,FL,334,299,372,358,24,3.5,2020-07-18,Respiratory diseases
2020,29,1,2020-07-12,GA,142,120,166,149,7,3.5,2020-07-18,Respiratory diseases
2020,29,1,2020-07-12,MI,157,132,183,148,-9,3.5,2020-07-18,Respiratory diseases
2020,29,1,2020-07-12,NJ,115,94,137,92,-23,3.5,2020-07-18,Respiratory diseases
2020,29,1,2020-07-12,US,4438,4306,4573.025,4262,-176,3.5,2020-07-18,Respiratory diseases
2020,30,1,2020-07-19,FL,331,296,368,338,7,3.5,2020-07-25,Respiratory diseases
2020,30,1,2020-07-19,GA,143,119,167,148,5,3.5,2020-07-25,Respiratory diseases
2020,30,1,2020-07-19,MI,156,132,182,140,-16,3.5,2020-07-25,Respiratory diseases
2020,30,1,2020-07-19,NJ,113,93,136,89,-24,3.5,2020-07-25,Respiratory diseases
2020,30,1,2020-07-19,US,4404,4270,4539,4116,-288,3.5,2020-07-25,Respiratory diseases
2020,31,1,2020-07-26,FL,328,292,366,348,20,3.5,2020-08-01,Respiratory diseases
2020,31,1,2020-07-26,GA,143,121,168,165,22,3.5,2020-08-01,Respiratory diseases
2020,31,1,2020-07-26,MI,155,131,182,144,-11,3.5,2020-08-01,Respiratory diseases
2020,31,1,2020-07-26,NJ,113,92,135,92,-21,3.5,2020-08-01,Respiratory diseases
2020,31,1,2020-07-26,US,4384,4250,4519,4272,-112,3.5,2020-08-01,Respiratory diseases
2020,32,1,2020-08-02,FL,326,292,364,312,-14,3.5,2020-08-08,Respiratory diseases
2020,32,1,2020-08-02,GA,144,121,169,147,3,3.5,2020-08-08,Respiratory diseases
2020,32,1,2020-08-02,MI,155,131,180,142,-13,3.5,2020-08-08,Respiratory diseases
2020,32,1,2020-08-02,NJ,112,92,135,123,11,3.5,2020-08-08,Respiratory diseases
2020,32,1,2020-08-02,US,4380,4244,4512.025,3983,-397,3.5,2020-08-08,Respiratory diseases
2020,33,1,2020-08-09,FL,325,290,363,298,-27,3.5,2020-08-15,Respiratory diseases
2020,33,1,2020-08-09,GA,145,122,170,132,-13,3.5,2020-08-15,Respiratory diseases
2020,33,1,2020-08-09,MI,155,131,181,147,-8,3.5,2020-08-15,Respiratory diseases
2020,33,1,2020-08-09,NJ,113,92,134,107,-6,3.5,2020-08-15,Respiratory diseases
2020,33,1,2020-08-09,US,4388,4257,4521,3761,-627,3.5,2020-08-15,Respiratory diseases
